snippet_id,file_path,language,primary_label,is_clean,pair_group,pair_role,source_type,notes,has_off_by_one,has_incorrect_conditional,has_array_length_index_misuse,has_missing_break,has_while_not_updated,line_count,char_count,parse_crashed,parse_completeness,has_error_nodes,error_node_count,missing_node_count,unstable_span_count,class_declaration_count,method_declaration_count,local_variable_declaration_count,return_statement_count,while_statement_count,assignment_expression_count,binary_expression_count,max_ast_depth,ast_node_count,for_statement_count,loop_condition_contains_lt,loop_condition_contains_leq,loop_condition_contains_gt,loop_condition_contains_geq,loop_condition_contains_length,loop_condition_off_by_one_pattern_count,loop_condition_leq_bare_length_count,for_node_with_array_access_count,max_for_loop_body_size,if_statement_count,assignment_inside_if_condition_count,equality_in_if_condition_count,boolean_literal_in_if_condition_count,logical_operator_in_if_condition_count,array_access_count,array_index_uses_length_directly_count,array_index_uses_length_expression_count,unique_arrays_accessed_count,switch_block_count,switch_case_group_count,switch_case_ends_with_terminator_count,switch_fallthrough_case_count,switch_empty_stacked_label_count,switch_default_label_count,switch_comment_count,max_switch_case_body_size,while_condition_with_method_call_count,while_condition_with_field_access_count,while_condition_true_literal_count,while_body_with_exit_count,while_body_method_call_count,while_condition_var_updated_count,while_condition_var_not_updated_count,max_while_body_size
gen_missing_break_fix_139,data/ml/raw_snippets_generated/missing_break_in_switch/fixed/GenMissingBreakFix139.java,java,NO_ISSUE,1,pair_739,fixed,synthetic_generated,every case ends with break/return,0,0,0,0,0,28,651,0,1.0,0,0,0,0,1,2,1,4,0,4,2,11,171,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,4,3,0,0,1,0,12,0,0,0,0,0,0,0,0
gen_while_no_update_bug_137,data/ml/raw_snippets_generated/while_variable_not_updated/buggy/GenWhileNoUpdateBug137.java,java,WHILE_VARIABLE_NOT_UPDATED,0,pair_907,buggy,synthetic_generated,no condition variable changes inside the while body (infinite loop),0,0,0,0,1,52,1128,0,1.0,0,0,0,0,1,6,1,10,1,3,10,12,328,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,1,3,2,0,0,1,0,12,0,0,0,0,1,0,1,22
gen_while_no_update_fix_137,data/ml/raw_snippets_generated/while_variable_not_updated/fixed/GenWhileNoUpdateFix137.java,java,NO_ISSUE,1,pair_907,fixed,synthetic_generated,condition variable updated inside the loop body,0,0,0,0,0,53,1150,0,1.0,0,0,0,0,1,6,1,10,1,3,10,12,333,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,1,3,2,0,0,1,0,12,0,0,0,0,1,1,0,27
gen_incorrect_cond_bug_151,data/ml/raw_snippets_generated/incorrect_conditional_operator/buggy/GenIncorrectConditionalBug151.java,java,INCORRECT_CONDITIONAL_OPERATOR,0,pair_411,buggy,synthetic_generated,uses assignment (=) instead of equality (==) in condition,0,1,0,0,0,17,377,0,1.0,0,0,0,0,1,2,0,5,0,1,2,10,110,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_incorrect_cond_fix_151,data/ml/raw_snippets_generated/incorrect_conditional_operator/fixed/GenIncorrectConditionalFix151.java,java,NO_ISSUE,1,pair_411,fixed,synthetic_generated,uses == for comparison correctly,0,0,0,0,0,17,378,0,1.0,0,0,0,0,1,2,0,5,0,0,3,10,110,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_incorrect_cond_bug_118,data/ml/raw_snippets_generated/incorrect_conditional_operator/buggy/GenIncorrectConditionalBug118.java,java,INCORRECT_CONDITIONAL_OPERATOR,0,pair_378,buggy,synthetic_generated,uses assignment (=) instead of equality (==) in condition,0,1,0,0,0,7,178,0,1.0,0,0,0,0,1,1,0,0,0,1,0,11,52,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_incorrect_cond_fix_118,data/ml/raw_snippets_generated/incorrect_conditional_operator/fixed/GenIncorrectConditionalFix118.java,java,NO_ISSUE,1,pair_378,fixed,synthetic_generated,uses == for comparison correctly,0,0,0,0,0,7,179,0,1.0,0,0,0,0,1,1,0,0,0,0,1,11,52,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_array_index_bug_097,data/ml/raw_snippets_generated/array_length_index_misuse/buggy/GenArrayIndexBug097.java,java,ARRAY_LENGTH_INDEX_MISUSE,0,pair_527,buggy,synthetic_generated,accesses array[array.length] directly (out of bounds),0,0,1,0,0,22,522,0,1.0,0,0,0,0,1,3,2,4,0,2,3,10,177,1,1,0,0,0,1,0,0,1,13,2,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_array_index_fix_097,data/ml/raw_snippets_generated/array_length_index_misuse/fixed/GenArrayIndexFix097.java,java,NO_ISSUE,1,pair_527,fixed,synthetic_generated,corrected with .length - 1 as last valid index,0,0,0,0,0,22,526,0,1.0,0,0,0,0,1,3,2,4,0,2,4,10,180,1,1,0,0,0,1,0,0,1,13,2,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_incorrect_cond_bug_046,data/ml/raw_snippets_generated/incorrect_conditional_operator/buggy/GenIncorrectConditionalBug046.java,java,INCORRECT_CONDITIONAL_OPERATOR,0,pair_306,buggy,synthetic_generated,uses assignment (=) instead of equality (==) in condition,0,1,0,0,0,8,186,0,1.0,0,0,0,0,1,1,0,2,0,1,0,9,49,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_incorrect_cond_fix_046,data/ml/raw_snippets_generated/incorrect_conditional_operator/fixed/GenIncorrectConditionalFix046.java,java,NO_ISSUE,1,pair_306,fixed,synthetic_generated,uses == for comparison correctly,0,0,0,0,0,8,187,0,1.0,0,0,0,0,1,1,0,2,0,0,1,9,49,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_clean_generic_081,data/ml/raw_snippets_generated/clean/GenCleanGeneric081.java,java,NO_ISSUE,1,,clean,synthetic_generated,clean snippet GenCleanGeneric081,0,0,0,0,0,10,232,0,1.0,0,0,0,0,1,1,0,3,0,0,2,10,70,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_array_index_bug_039,data/ml/raw_snippets_generated/array_length_index_misuse/buggy/GenArrayIndexBug039.java,java,ARRAY_LENGTH_INDEX_MISUSE,0,pair_469,buggy,synthetic_generated,accesses array[array.length] directly (out of bounds),0,0,1,0,0,51,1204,0,1.0,0,0,0,0,1,6,3,9,0,4,7,11,366,1,1,0,0,0,1,0,0,1,30,4,0,0,0,0,2,1,1,2,1,3,2,0,0,1,0,12,0,0,0,0,0,0,0,0
gen_array_index_fix_039,data/ml/raw_snippets_generated/array_length_index_misuse/fixed/GenArrayIndexFix039.java,java,NO_ISSUE,1,pair_469,fixed,synthetic_generated,corrected with .length - 1 as last valid index,0,0,0,0,0,51,1208,0,1.0,0,0,0,0,1,6,3,9,0,4,8,11,369,1,1,0,0,0,1,0,0,1,30,4,0,0,0,0,2,0,1,2,1,3,2,0,0,1,0,12,0,0,0,0,0,0,0,0
gen_clean_while_true_break_010,data/ml/raw_snippets_generated/clean/GenCleanWhileTrueBreak010.java,java,NO_ISSUE,1,,clean,synthetic_generated,clean snippet GenCleanWhileTrueBreak010,0,0,0,0,0,42,892,0,1.0,0,0,0,0,1,5,2,6,1,3,7,11,240,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,3,2,0,0,1,0,12,0,0,1,1,0,0,0,23
gen_clean_scanner_loop_011,data/ml/raw_snippets_generated/clean/GenCleanScannerLoop011.java,java,NO_ISSUE,1,,clean,synthetic_generated,clean snippet GenCleanScannerLoop011,0,0,0,0,0,11,279,0,1.0,0,0,0,0,1,2,0,1,1,0,2,12,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,22
gen_clean_tail_index_010,data/ml/raw_snippets_generated/clean/GenCleanTailIndex010.java,java,NO_ISSUE,1,,clean,synthetic_generated,clean snippet GenCleanTailIndex010,0,0,0,0,0,29,722,0,1.0,0,0,0,0,1,4,2,5,0,0,4,11,243,1,1,0,0,0,1,0,0,1,30,2,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_incorrect_cond_bug_090,data/ml/raw_snippets_generated/incorrect_conditional_operator/buggy/GenIncorrectConditionalBug090.java,java,INCORRECT_CONDITIONAL_OPERATOR,0,pair_350,buggy,synthetic_generated,uses assignment (=) instead of equality (==) in condition,0,1,0,0,0,28,631,0,1.0,0,0,0,0,1,4,2,3,0,2,1,10,205,1,1,0,0,0,1,0,0,1,13,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_incorrect_cond_fix_090,data/ml/raw_snippets_generated/incorrect_conditional_operator/fixed/GenIncorrectConditionalFix090.java,java,NO_ISSUE,1,pair_350,fixed,synthetic_generated,uses == for comparison correctly,0,0,0,0,0,28,632,0,1.0,0,0,0,0,1,4,2,3,0,1,2,10,205,1,1,0,0,0,1,0,0,1,13,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_incorrect_cond_bug_155,data/ml/raw_snippets_generated/incorrect_conditional_operator/buggy/GenIncorrectConditionalBug155.java,java,INCORRECT_CONDITIONAL_OPERATOR,0,pair_415,buggy,synthetic_generated,uses assignment (=) instead of equality (==) in condition,0,1,0,0,0,16,372,0,1.0,0,0,0,0,1,2,2,3,0,2,1,10,117,1,1,0,0,0,1,0,0,1,13,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_incorrect_cond_fix_155,data/ml/raw_snippets_generated/incorrect_conditional_operator/fixed/GenIncorrectConditionalFix155.java,java,NO_ISSUE,1,pair_415,fixed,synthetic_generated,uses == for comparison correctly,0,0,0,0,0,16,373,0,1.0,0,0,0,0,1,2,2,3,0,1,2,10,117,1,1,0,0,0,1,0,0,1,13,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_missing_break_bug_147,data/ml/raw_snippets_generated/missing_break_in_switch/buggy/GenMissingBreakBug147.java,java,MISSING_BREAK_IN_SWITCH,0,pair_747,buggy,synthetic_generated,case falls through without break (unintentional),0,0,0,1,0,39,959,0,1.0,0,0,0,0,1,3,4,3,1,6,2,11,268,1,1,0,0,0,1,0,0,1,30,0,0,0,0,0,1,0,0,1,1,5,3,1,0,1,0,12,0,0,0,0,0,1,0,14
gen_missing_break_fix_147,data/ml/raw_snippets_generated/missing_break_in_switch/fixed/GenMissingBreakFix147.java,java,NO_ISSUE,1,pair_747,fixed,synthetic_generated,every case ends with break/return,0,0,0,0,0,40,982,0,1.0,0,0,0,0,1,3,4,3,1,6,2,11,271,1,1,0,0,0,1,0,0,1,30,0,0,0,0,0,1,0,0,1,1,5,4,0,0,1,0,12,0,0,0,0,0,1,0,14
gen_clean_while_true_break_009,data/ml/raw_snippets_generated/clean/GenCleanWhileTrueBreak009.java,java,NO_ISSUE,1,,clean,synthetic_generated,clean snippet GenCleanWhileTrueBreak009,0,0,0,0,0,21,452,0,1.0,0,0,0,0,1,2,1,4,1,0,3,10,127,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,23
gen_clean_generic_013,data/ml/raw_snippets_generated/clean/GenCleanGeneric013.java,java,NO_ISSUE,1,,clean,synthetic_generated,clean snippet GenCleanGeneric013,0,0,0,0,0,49,1161,0,1.0,0,0,0,0,1,6,4,11,0,1,11,12,383,2,2,0,0,0,2,0,0,2,30,6,0,1,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_off_by_one_bug_093,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug093.java,java,OFF_BY_ONE_LOOP_BOUNDARY,0,pair_183,buggy,synthetic_generated,starts from .length instead of .length - 1,1,0,0,0,0,9,244,0,1.0,0,0,0,0,1,1,2,1,0,1,1,10,99,1,1,1,0,0,1,1,1,1,17,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_off_by_one_fix_093,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix093.java,java,NO_ISSUE,1,pair_183,fixed,synthetic_generated,corrected with < length boundary,0,0,0,0,0,9,243,0,1.0,0,0,0,0,1,1,2,1,0,1,1,10,99,1,1,0,0,0,1,0,0,1,17,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_clean_generic_043,data/ml/raw_snippets_generated/clean/GenCleanGeneric043.java,java,NO_ISSUE,1,,clean,synthetic_generated,clean snippet GenCleanGeneric043,0,0,0,0,0,5,115,0,1.0,0,0,0,0,1,1,0,1,0,0,2,8,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_off_by_one_bug_128,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug128.java,java,OFF_BY_ONE_LOOP_BOUNDARY,0,pair_218,buggy,synthetic_generated,starts from .length instead of .length - 1,1,0,0,0,0,9,219,0,1.0,0,0,0,0,1,1,2,1,0,1,1,10,77,1,1,1,0,0,1,1,1,1,13,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_off_by_one_fix_128,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix128.java,java,NO_ISSUE,1,pair_218,fixed,synthetic_generated,corrected with < length boundary,0,0,0,0,0,9,218,0,1.0,0,0,0,0,1,1,2,1,0,1,1,10,77,1,1,0,0,0,1,0,0,1,13,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gen_clean_fall_through_009,data/ml/raw_snippets_generated/clean/GenCleanFallThrough009.java,java,NO_ISSUE,1,,clean,synthetic_generated,clean snippet GenCleanFallThrough009,0,0,0,0,0,48,1260,0,1.0,0,0,0,0,1,5,2,8,0,0,7,12,361,1,1,0,0,0,1,0,0,1,30,4,0,0,0,0,1,0,0,1,1,4,1,2,0,1,2,19,0,0,0,0,0,0,0,0
